Laa,ndaa,Haau,mmw,gravy,aroma,locus_tag
846,20,4.1573,132.42,-0.0482,0.1158,b1049
74,19,3.9382,130.09,+0.3162,0.1081,b1050
123,20,3.8547,132.73,-0.8553,0.1057,b1051
407,20,3.9495,125.43,+0.7209,0.0958,b1053
305,20,4.1664,133.61,-0.2121,0.1049,b1054
349,20,4.1957,131.57,-0.4341,0.0888,b1055
190,19,3.9899,127.29,-0.4347,0.0947,b1056
187,19,3.9691,128.11,+0.5086,0.1390,b1057
45,16,3.5055,145.75,+0.7044,0.2222,b1058
371,20,4.1475,127.86,-0.2396,0.1024,b1059
83,19,4.0988,132.65,-0.5554,0.0843,b1060
80,18,3.9617,128.01,-0.3275,0.0750,b1061
347,20,4.1428,129.48,-0.1288,0.0778,b1062
185,19,4.0204,128.02,-0.1530,0.0649,b1063
214,20,4.0830,131.10,-0.2738,0.0794,b1064
401,20,3.9847,128.27,+0.6551,0.1147,b1065
193,20,4.2049,134.79,-0.5363,0.1399,b1066
214,19,3.9903,130.30,-0.4346,0.0561,b1067
306,20,4.1026,127.60,-0.1042,0.0686,b1068
510,20,3.9285,126.09,+0.8782,0.1098,b1069
137,18,3.9355,132.74,-0.8219,0.0365,b1070
96,15,3.7748,124.17,-0.5292,0.0000,b1071
218,20,3.9317,125.22,+0.0459,0.0413,b1072
137,18,3.9392,128.17,-0.4861,0.0438,b1073
133,17,3.8602,121.91,+0.0090,0.0451,b1074
230,19,3.7852,119.87,-0.0465,0.0304,b1075
401,19,3.8858,122.49,-0.2484,0.0723,b1076
250,19,3.9179,121.07,-0.1032,0.0280,b1077
259,19,3.9362,124.56,-0.2764,0.0541,b1078
231,20,4.0039,123.93,-0.1909,0.0823,b1079
364,18,3.8525,122.47,+0.0497,0.0275,b1080
312,19,4.0529,128.03,-0.4564,0.0737,b1081
546,19,3.9110,123.84,-0.2538,0.0641,b1082
316,19,3.9673,126.03,-0.4038,0.0601,b1083
1060,20,3.9558,129.38,-0.6470,0.0387,b1084
105,20,4.1265,131.83,-0.3657,0.1333,b1085
318,20,4.0303,130.84,-0.4682,0.0535,b1086
193,20,4.0651,129.63,-0.3135,0.0622,b1087
172,19,4.0329,129.44,-0.2047,0.0640,b1088
56,17,3.8520,130.46,-1.0250,0.0357,b1089
355,20,3.9862,125.24,+0.1079,0.0423,b1090
316,20,4.0562,123.60,+0.1373,0.0570,b1091
308,20,3.9924,122.78,+0.1487,0.0617,b1092
243,19,3.9100,122.59,+0.0922,0.0453,b1093
77,18,3.7941,128.28,-0.3753,0.0390,b1094
412,20,4.0463,122.13,-0.0029,0.0631,b1095
268,20,4.1216,128.33,-0.0612,0.0634,b1096
339,19,4.0711,130.40,-0.2425,0.0885,b1097
212,19,3.9738,129.49,-0.2118,0.0613,b1098
333,20,3.9999,128.49,-0.0556,0.0691,b1099
264,19,4.0367,130.36,-0.2197,0.0758,b1100
476,20,4.0164,124.16,+0.6155,0.1092,b1101
728,20,4.1139,129.39,-0.5250,0.1209,b1102
118,18,4.0004,128.96,-0.0788,0.0424,b1103
124,20,4.0215,129.56,+0.0089,0.0968,b1104
212,20,4.0100,123.52,-0.2245,0.0377,b1105
273,20,4.0782,136.14,-0.4535,0.1282,b1106
340,20,4.0980,128.15,-0.2997,0.0647,b1107
179,20,4.1753,135.76,-0.6050,0.0950,b1108
433,20,4.1043,127.04,-0.1333,0.0577,b1109
178,19,3.9734,123.47,-0.3326,0.0449,b1110
209,20,4.1239,129.08,-0.2641,0.0813,b1111
84,18,3.8529,121.18,+0.0071,0.0476,b1112
319,20,4.0835,126.12,-0.0580,0.0658,b1113
1147,20,4.0932,131.21,-0.2936,0.0724,b1114
356,20,4.0363,132.30,+0.7242,0.1517,b1115
398,19,3.9844,126.34,+0.3151,0.0603,b1116
232,19,4.0020,127.02,-0.1914,0.0388,b1117
413,20,4.0568,127.44,+0.4075,0.0847,b1118
302,20,4.0661,126.93,-0.0772,0.0894,b1119
241,20,4.1281,128.25,-0.2112,0.0747,b1120
261,20,4.0314,128.04,+0.3670,0.0958,b1121
152,19,4.0412,131.61,-0.0770,0.1513,b1122
347,19,4.0625,129.59,-0.4522,0.1124,b1123
263,20,3.9692,128.13,+0.8635,0.1179,b1124
274,20,3.9238,130.83,+0.9814,0.1204,b1125
377,20,4.1065,131.75,-0.3443,0.0663,b1126
407,20,4.1277,128.02,-0.2204,0.0663,b1127
372,20,4.1119,132.07,-0.4422,0.1075,b1128
485,20,4.0878,131.73,-0.1437,0.0763,b1129
222,19,4.0357,132.37,-0.2662,0.0586,b1130
455,20,4.1333,130.97,-0.2479,0.0879,b1131
212,20,3.9471,125.55,+0.1184,0.0377,b1132
367,20,4.1311,129.21,-0.2910,0.0899,b1133
152,20,4.1663,131.72,-0.1618,0.0987,b1134
216,19,4.0717,132.51,-0.6810,0.0833,b1135
415,20,4.0988,127.91,-0.1586,0.0747,b1136
220,20,4.0589,131.64,-0.2736,0.1091,b1137
233,20,4.0435,135.74,+0.2554,0.1631,b1138
296,20,4.1240,131.57,-0.2601,0.0946,b1139
374,20,4.0960,132.05,-0.5607,0.0775,b1140
80,19,3.9920,132.23,-0.4525,0.0625,b1141
112,19,4.1028,131.71,-0.1545,0.1071,b1143
101,19,3.9921,129.99,-0.2653,0.0297,b1144
223,20,4.1810,129.88,-0.4211,0.0762,b1145
65,17,3.8756,129.60,-0.6338,0.1231,b1146
184,20,4.0744,127.05,-0.1462,0.0761,b1147
111,20,4.0751,126.18,-0.3676,0.0721,b1148
,,,,,,b4692
,,,,,,b4693
59,17,3.6063,123.63,+1.2051,0.1356,b1150
,,,,,,b1151
,,,,,,b1152
193,20,4.1069,129.38,-0.3047,0.0829,b1153
208,20,4.0331,123.16,-0.0692,0.0865,b1154
136,20,4.1569,130.41,-0.3051,0.0956,b1155
199,20,4.0205,126.12,-0.3899,0.0754,b1156
,,,,,,b1157
183,20,4.0403,129.62,-0.3060,0.0601,b1158
276,20,4.1396,131.20,-0.4446,0.0761,b1159
,,,,,,b4519
106,19,3.9528,131.07,+0.1764,0.1132,b1160
133,20,4.1279,135.46,-0.3233,0.1203,b1161
242,20,4.1212,134.19,-0.4145,0.0868,b1162
402,20,4.1121,130.32,-0.0361,0.0896,b1163
77,17,3.8850,129.96,-0.3909,0.0519,b1164
89,18,3.9347,132.57,-0.6281,0.0562,b1165
87,17,3.8028,127.72,+0.0092,0.0345,b1166
81,19,3.9783,135.94,-0.0407,0.0864,b1167
506,20,4.0889,130.18,+0.1458,0.0949,b1168
71,19,3.7532,132.18,+0.6620,0.0845,b4520
,,,,,,b4491
108,19,4.0034,126.37,+0.0185,0.0556,b1171
113,16,3.3928,112.33,+0.4009,0.0177,b1172
56,17,3.6227,131.74,+0.7768,0.0714,b4593
60,16,3.7540,138.23,-0.0500,0.1167,b4594
,,,,,,b4521
87,19,3.9165,133.94,-0.3195,0.0460,b1174
269,19,3.9754,127.55,-0.1257,0.0520,b1175
230,20,4.0769,125.08,-0.0596,0.0435,b1176
121,18,4.0965,127.64,-0.2256,0.0992,b1177
132,17,3.9496,129.81,-0.6530,0.1061,b1178
96,19,4.0018,133.62,-0.7031,0.0833,b1179
218,20,4.1096,126.10,-0.1156,0.0688,b1180
152,20,4.2067,134.86,-0.5237,0.0921,b1181
302,20,3.9627,129.30,-0.2189,0.0894,b1182
138,19,3.9884,126.09,+0.3609,0.0725,b1183
421,20,4.1686,130.91,-0.3052,0.0879,b1184
175,20,4.0426,132.26,+0.6303,0.1486,b1185
512,20,4.0084,128.52,+0.8039,0.1113,b1186
238,20,4.0970,130.70,-0.2920,0.0924,b1187
509,20,4.2159,137.20,-0.6175,0.1297,b1188
431,20,4.1360,128.13,-0.2204,0.0835,b1189
355,20,4.1012,127.02,-0.0315,0.0676,b1190
577,20,3.9552,125.70,+0.6657,0.0901,b1191
303,20,4.0806,128.31,+0.0096,0.0759,b1192
202,20,4.0999,127.31,-0.2139,0.0792,b1193
243,20,4.0849,132.04,-0.2070,0.0905,b1194
83,18,3.5429,121.94,+1.4458,0.1084,b1195
145,20,4.0866,132.12,-0.4393,0.0828,b1196
564,20,4.1656,130.58,-0.5842,0.1011,b1197
471,20,4.0331,126.93,-0.0214,0.0467,b1198
209,20,4.0586,125.59,-0.1158,0.0622,b1199
355,20,4.0991,125.24,-0.1189,0.0620,b1200
638,20,4.0793,128.38,-0.0884,0.0627,b1201
954,19,3.9651,122.35,-0.2628,0.0713,b1202
362,20,4.0454,127.18,-0.1685,0.0691,b1203
193,20,4.0167,126.48,-0.1342,0.0777,b1204
91,19,3.9992,131.61,-0.0220,0.1099,b1205
558,20,3.9511,124.25,+0.8292,0.0735,b1206
314,19,4.0080,126.51,+0.0904,0.0478,b1207
282,20,4.0816,127.15,-0.0667,0.0745,b1208
206,20,4.0770,131.61,-0.6563,0.0922,b1209
417,20,4.0044,128.70,-0.1930,0.0408,b1210
359,20,4.0561,130.46,-0.6671,0.0474,b1211
276,20,4.0271,129.70,-0.2098,0.0688,b1212
129,18,3.8347,130.34,+0.8837,0.1085,b1213
268,20,4.0247,132.54,-0.0713,0.0821,b1214
283,19,4.0709,126.44,-0.0346,0.0707,b1215
34,17,3.7118,131.68,+0.7265,0.1471,b4419
34,16,3.6782,130.44,+0.5853,0.1471,b4421
34,17,3.7118,131.68,+0.7265,0.1471,b4423
365,20,3.9164,124.92,+0.9049,0.0822,b1216
75,18,3.7800,135.29,-1.5227,0.1067,b1217
230,20,4.0767,128.29,-0.0435,0.0870,b1218
116,19,3.9877,126.15,+0.1750,0.0517,b1219
463,19,4.0793,130.22,-0.5788,0.1037,b1220
215,19,3.9625,128.61,-0.1628,0.0186,b1221
597,20,4.0596,130.13,-0.2164,0.0469,b1222
462,20,3.9764,125.25,+0.6758,0.1364,b1223
1246,20,4.2116,130.65,-0.5137,0.1019,b1224
511,20,4.2218,131.36,-0.4812,0.0959,b1225
235,20,3.9651,129.93,-0.2681,0.0723,b1226
224,20,4.0566,131.18,+0.5692,0.1429,b1227
28,11,3.0647,135.79,-2.0679,0.0357,b1229
279,19,4.1045,131.94,-0.1731,0.0789,b1232
151,20,4.2090,129.55,-0.2940,0.1258,b1233
300,20,4.0862,127.74,+0.0333,0.0567,b1234
336,20,4.0110,128.59,+0.0652,0.0565,b1235
301,20,4.0774,126.96,+0.0249,0.0465,b1236
136,19,3.9012,131.18,-0.7706,0.0368,b1237
204,20,4.1094,132.27,-0.3314,0.1029,b1238
,,,,,,b4573
890,20,4.0818,125.85,-0.0683,0.0719,b1241
214,20,3.9702,127.23,+0.9037,0.1215,b1242
542,20,4.1310,130.10,-0.4408,0.0978,b1243
305,20,3.9903,127.17,+0.7633,0.1082,b1244
301,20,3.9547,127.23,+0.6708,0.1030,b1245
336,19,4.0889,128.25,-0.0146,0.0536,b1246
333,20,4.1248,129.27,-0.0465,0.0571,b1247
108,20,3.8573,134.10,-0.3481,0.1019,b1248
485,20,4.1223,130.74,+0.1866,0.0948,b1249
56,18,3.7140,142.18,-1.1982,0.0714,b4595
416,20,4.0169,128.38,+0.4185,0.0986,b1250
97,19,3.9266,125.77,-0.0505,0.0928,b1251
238,20,3.9026,127.03,-0.4853,0.0420,b1252
131,20,4.0842,125.51,+0.1046,0.0611,b1253
178,20,3.9734,133.97,+0.8910,0.1854,b1254
246,20,3.7981,124.80,+1.0646,0.0732,b1255
211,19,4.0341,125.97,-0.0360,0.1280,b1256
167,20,4.0690,130.66,-0.4228,0.0599,b1257
165,18,3.8138,129.82,-0.4697,0.0364,b1258
58,12,3.2912,118.93,-1.7345,0.0345,b1259
267,19,4.0011,125.04,+0.1161,0.0712,b1260
396,20,4.1054,126.18,-0.1962,0.0657,b1261
451,20,4.0592,127.13,-0.0295,0.0776,b1262
530,20,4.0466,125.03,-0.0102,0.0547,b1263
519,19,4.0585,128.51,-0.1938,0.0655,b1264
13,11,3.3927,139.08,+0.0846,0.2308,b1265
292,20,4.1169,129.08,-0.3082,0.0651,b1266
205,19,4.1129,130.51,-0.3220,0.0683,b1267
630,20,4.1470,130.93,-0.0176,0.1270,b1268
290,20,3.9908,130.30,-0.5931,0.0517,b1269
195,20,4.1040,130.06,-0.4518,0.0718,b1270
251,20,4.1301,128.71,-0.3299,0.0677,b1271
348,20,4.0686,130.71,-0.3606,0.0632,b1272
82,18,3.9943,130.65,-0.4073,0.0732,b1273
864,20,4.1499,130.51,-0.6115,0.0787,b1274
323,20,4.1099,129.47,-0.0830,0.0836,b1275
41,15,3.6956,133.05,+0.1756,0.1463,b4522
54,18,3.8352,132.62,-0.9944,0.0556,b4523
890,20,4.1315,127.60,-0.2366,0.0730,b1276
195,20,4.0595,129.23,-0.1913,0.0667,b1277
253,20,4.0101,132.13,+0.2490,0.1186,b1278
101,19,3.8887,128.93,+0.6683,0.1089,b1279
388,20,4.0779,132.40,-0.3709,0.0799,b1280
244,20,4.0231,125.40,+0.0492,0.0615,b1281
107,17,3.7585,123.13,-0.4402,0.0093,b1282
71,17,3.5835,113.77,+0.4915,0.0282,b1283
248,20,4.1001,128.71,-0.0996,0.0565,b1284
56,18,3.8396,130.37,-0.0125,0.0536,b4596
660,20,4.1212,130.92,-0.1932,0.0833,b1285
33,14,3.6314,138.40,+0.5212,0.2424,b4672
643,20,4.1027,130.52,-0.2802,0.0762,b1286
374,20,4.1009,130.50,-0.2275,0.0829,b1287
261,20,4.0472,124.20,+0.1563,0.0766,b1288
116,19,4.0362,137.32,-0.7319,0.1034,b1289
267,19,4.0625,131.95,-0.2502,0.0599,b1290
329,20,4.1800,132.03,-0.3638,0.0638,b1291
295,20,3.9319,124.45,+0.7451,0.0983,b1292
320,20,4.0464,130.17,+0.7331,0.1156,b1293
546,20,4.1177,130.50,-0.3260,0.0971,b1294
80,20,3.9150,132.67,-0.4987,0.0875,b1295
460,20,4.0287,128.24,+0.6861,0.1370,b1296
471,20,4.1326,130.60,-0.3601,0.0764,b1297
253,20,4.0350,128.15,-0.1652,0.0514,b1298
184,19,4.0319,126.40,-0.3370,0.0489,b1299
494,20,4.0650,125.85,-0.1202,0.0688,b1300
425,20,4.0983,128.65,-0.2489,0.0941,b1301
420,19,4.0553,124.16,+0.0371,0.0738,b1302
324,20,4.0583,131.71,-0.3003,0.0772,b1303
221,18,3.7784,132.69,-0.7339,0.0317,b1304
73,19,3.8601,136.01,-0.2521,0.0959,b1305
118,19,4.0055,131.30,+0.2669,0.1017,b1306
72,17,3.6309,127.63,-0.0833,0.0694,b1307
103,20,4.0604,127.98,-0.2087,0.0680,b1308
558,20,4.1934,132.77,-0.3038,0.1004,b1309
429,20,4.0807,126.78,-0.1326,0.0653,b1310
292,19,3.9714,131.29,+0.7329,0.1575,b1311
279,20,4.0070,129.49,+0.8419,0.1434,b1312
349,20,4.1383,127.09,-0.1014,0.0946,b1313
261,20,4.1306,131.74,-0.3644,0.0958,b1314
350,20,4.1895,128.02,-0.1077,0.0800,b1315
754,20,4.1587,130.37,-0.3269,0.0915,b1316
218,20,3.9846,125.43,+0.1110,0.0642,b1317
,,,,,,b4524
300,20,4.1468,133.89,-0.6810,0.1667,b1319
331,20,4.0862,126.73,-0.0949,0.0604,b1320
464,20,4.1205,131.07,-0.2472,0.0970,b1321
352,20,4.0542,129.50,-0.2528,0.0710,b1322
512,20,4.0982,130.33,-0.2125,0.0684,b1323
167,18,3.9357,123.92,+0.2461,0.0719,b1324
320,20,4.0224,125.90,+0.0859,0.0437,b1325
241,20,4.0714,127.59,-0.2344,0.0788,b1326
,,,,,,b4525
,,,,,,b4673
305,20,4.0981,127.88,-0.3784,0.1049,b1327
298,19,4.0091,129.87,-0.0846,0.0604,b1328
536,20,4.1246,129.49,-0.3429,0.0970,b1329
342,20,4.0897,130.89,+0.3515,0.1170,b1330
337,20,4.1707,134.27,-0.5409,0.0890,b1331
84,17,3.8253,127.42,+0.9345,0.1310,b1332
315,20,4.1298,130.90,-0.2140,0.0698,b1333
249,19,4.0809,129.73,-0.2831,0.0643,b1334
170,20,4.0767,129.95,-0.2653,0.0824,b1335
507,20,3.9578,125.98,+0.9264,0.1105,b1336
480,20,4.1365,126.44,-0.1910,0.0854,b1337
435,20,4.0268,124.77,-0.1005,0.0759,b1338
301,20,4.0930,130.67,-0.2362,0.0831,b1339
186,20,4.1227,132.87,-0.6134,0.0753,b1340
409,20,4.1443,131.22,-0.2484,0.0758,b1341
326,20,4.0902,129.86,-0.0564,0.0675,b1342
456,20,4.0403,125.55,+0.0096,0.0439,b1343
310,20,4.1689,132.25,-0.4629,0.0710,b1344
410,20,4.1705,133.60,-0.4832,0.0976,b1345
70,20,4.1740,136.68,-0.4857,0.1571,b1346
68,18,3.8361,131.45,-0.8824,0.0735,b1347
63,18,3.8822,127.06,-0.8603,0.0952,b1348
268,20,4.1204,128.36,-0.3646,0.0560,b1349
865,20,4.1679,129.25,-0.5805,0.0751,b1350
90,18,3.8339,127.64,-0.1344,0.0444,b1351
55,18,3.8394,135.01,-0.7764,0.0545,b4526
72,20,4.1134,133.08,-0.4069,0.0972,b1352
161,20,4.0777,136.61,+0.1267,0.1491,b1353
50,20,4.0411,130.40,-0.7040,0.1000,b4527
43,18,4.0163,135.33,-0.2116,0.1163,b1355
157,19,4.0707,129.57,-0.4841,0.0828,b1356
97,20,4.1146,129.63,-0.5660,0.0619,b1357
139,19,4.0245,130.20,-0.3633,0.0647,b1358
284,20,4.1291,131.96,-0.5472,0.0845,b1359
247,20,4.1494,131.29,-0.4858,0.0607,b1360
,,,,,,b1361
,,,,,,b1362
60,16,3.7500,128.21,+0.0250,0.0500,b4528
484,20,4.0264,129.16,+0.7820,0.1508,b1363
86,19,4.0609,130.09,-0.3105,0.0465,b1365
,,,,,,b1366
,,,,,,b1368
,,,,,,b4570
325,20,4.1590,133.79,-0.5834,0.0831,b1370
1119,20,3.8407,119.56,-0.3289,0.0581,b1372
190,19,4.0620,129.53,-0.3821,0.0895,b1373
195,19,4.0137,129.60,-0.3118,0.0410,b1374
76,18,3.9340,131.20,-0.4289,0.0526,b1375
,,,,,,b4638
143,19,3.9333,128.97,+0.0091,0.0420,b1376
376,19,3.9815,127.24,-0.5524,0.1356,b1377
1173,20,4.1436,127.71,-0.1933,0.0767,b1378
87,20,3.7609,116.25,+0.3218,0.0345,b4529
139,19,4.0173,126.05,-0.1460,0.0360,b1379
328,19,4.1004,128.95,-0.1067,0.0884,b1380
878,20,4.0653,128.13,-0.1664,0.0797,b1381
60,17,3.8271,129.53,+0.2700,0.0333,b1382
107,19,3.9079,127.63,-0.1439,0.0748,b1383
300,20,4.1559,132.92,-0.4210,0.0933,b1384
498,20,4.0992,125.54,-0.0406,0.0703,b1385
756,19,4.1490,129.43,-0.3930,0.0926,b1386
680,20,4.0737,125.15,-0.0043,0.0632,b1387
308,20,4.2019,132.79,-0.5474,0.0974,b1388
94,20,4.1177,132.83,-0.5872,0.1170,b1389
247,20,4.0291,130.27,-0.2947,0.0891,b1390
164,20,4.1360,128.84,-0.0817,0.0793,b1391
355,19,4.1012,128.35,-0.2231,0.0704,b1392
254,20,3.8911,124.66,+0.0843,0.0433,b1393
261,20,4.0433,126.27,-0.1011,0.0575,b1394
474,20,4.0542,126.84,+0.0819,0.0612,b1395
139,20,4.0332,123.78,-0.0360,0.0719,b1396
400,20,3.9605,123.33,+0.0427,0.0325,b1397
436,20,4.1615,129.95,-0.3498,0.0665,b1398
315,20,4.0232,129.59,-0.0016,0.0921,b1399
195,20,4.0841,126.61,-0.0744,0.0513,b1400
20,10,3.0842,143.41,-1.0300,0.2000,b4674
,,,,,,b4492
300,20,4.1334,132.18,-0.5490,0.0767,b1402
120,19,3.9201,128.87,-0.3700,0.0500,b1403
382,20,4.0728,133.54,-0.7709,0.0628,b1404
285,20,4.0488,125.23,+0.0407,0.0526,b1406
767,20,4.1007,130.88,-0.2183,0.0756,b1407
200,20,3.9301,129.89,+0.8345,0.1050,b1408
297,20,3.9642,128.80,+0.8906,0.1279,b1409
584,20,4.1192,129.84,-0.2344,0.0942,b1410
429,20,4.1383,133.20,+0.3403,0.1329,b1411
200,19,4.0140,125.56,+0.0575,0.0800,b1412
1299,20,4.1215,132.62,-0.4428,0.0739,b1413
265,20,4.1345,129.55,-0.1506,0.0830,b1414
478,20,4.0853,127.06,-0.0600,0.0795,b1415
,,,,,,b4493
175,20,4.0711,133.08,+0.4274,0.1257,b1418
56,17,3.7641,119.99,+0.0518,0.0714,b1419
48,19,3.8703,132.11,+0.5604,0.0625,b4428
54,16,3.8797,124.39,-0.6093,0.0741,b1420
545,20,3.9687,125.81,-0.1308,0.0404,b1421
306,20,4.0337,126.68,-0.0288,0.0458,b1422
446,20,4.0910,132.13,-0.4664,0.0785,b1423
550,20,4.2104,131.85,-0.4340,0.1291,b1424
73,17,3.8972,137.59,-1.0644,0.0685,b1426
178,20,4.1542,133.36,-0.3831,0.0899,b1427
325,20,4.0550,127.86,-0.0385,0.0769,b1428
329,20,3.9675,126.78,+0.7258,0.1307,b1429
196,20,4.0993,132.21,-0.3878,0.1020,b1430
221,20,4.0992,127.87,-0.2778,0.0814,b1431
,,,,,,b4578
381,20,4.1440,131.44,-0.6396,0.0866,b1432
390,20,3.8378,121.69,+1.0772,0.0923,b1433
177,20,4.1457,128.65,-0.1927,0.0847,b1434
652,20,4.1502,129.29,-0.3147,0.0721,b1435
75,19,3.9580,132.14,-0.5400,0.0933,b1436
57,18,3.9462,134.38,-0.8526,0.0526,b4532
137,18,3.9723,128.21,+0.0891,0.0730,b1438
467,20,4.0982,130.74,-0.1968,0.0878,b1439
380,20,4.1814,128.92,-0.3300,0.1132,b1440
336,20,4.0792,127.81,-0.1274,0.0714,b1441
312,19,3.9053,127.66,+0.8183,0.1474,b1442
263,20,3.8798,126.65,+0.7783,0.1141,b1443
473,20,4.0902,125.16,-0.0330,0.0719,b1444
30,12,3.4444,130.98,+1.3233,0.2000,b4598
56,17,3.7484,134.03,+1.1000,0.2143,b1445
76,16,3.7808,131.84,-0.6697,0.0132,b1446
148,20,3.7652,124.13,+1.1926,0.1014,b1447
171,20,4.1445,129.70,-0.2292,0.0994,b1448
344,20,4.1093,126.91,-0.2738,0.0756,b1449
220,20,3.9939,131.66,-0.1509,0.0455,b1450
699,20,4.1182,128.33,-0.5559,0.0987,b1451
352,19,4.0070,127.29,-0.2750,0.0568,b1452
498,20,4.0532,126.62,+0.6737,0.1245,b1453
204,20,4.1326,131.60,-0.0613,0.1029,b1454
69,18,3.9162,135.71,+0.6971,0.1304,b1455
,,,,,,b1456
159,20,3.9586,135.99,-0.1937,0.1572,b1457
,,,,,,b1459
377,20,4.1494,131.88,-0.3438,0.0769,b1460
76,20,3.9008,130.17,-0.2908,0.0526,b1461
188,20,4.1262,128.75,-0.0745,0.0957,b1462
280,20,4.1400,132.75,-0.3300,0.1000,b1463
296,20,4.1229,126.70,-0.1389,0.0608,b1464
225,20,4.0694,132.99,+0.5444,0.1644,b1465
230,20,4.0044,131.11,-0.3048,0.0783,b1466
513,20,4.2288,131.87,-0.4388,0.0994,b1467
1245,20,4.2215,130.53,-0.4446,0.1012,b1468
461,20,3.9706,125.91,+0.7809,0.1367,b1469
110,20,4.1059,133.67,-0.3827,0.1273,b1470
,,,,,,b1471
,,,,,,b1472
292,20,3.9362,125.51,+0.9332,0.1336,b1473
1013,20,4.1966,129.23,-0.4242,0.1017,b1474
293,20,4.1853,127.54,-0.2785,0.0717,b1475
216,20,4.1307,134.77,+0.3523,0.1481,b1476
93,18,3.9289,128.25,-0.1237,0.0323,b1477
335,20,4.0261,123.18,+0.0976,0.0537,b1478
564,20,4.1580,129.80,-0.1833,0.0833,b1479
44,15,3.7916,130.44,-1.3409,0.0000,b1480
70,19,4.0002,129.98,-0.2886,0.0857,b1481
142,20,4.0162,123.22,-0.1359,0.0634,b1482
307,20,4.0730,130.30,-0.1726,0.0521,b1483
327,20,4.1181,127.96,+0.0180,0.0489,b1484
297,20,3.9781,125.16,+0.6293,0.0808,b1485
339,19,3.9059,127.74,+0.7454,0.1121,b1486
515,19,4.1048,129.65,-0.4786,0.0990,b1487
192,20,4.1301,127.72,-0.0458,0.0833,b1488
798,20,4.1553,130.94,-0.1828,0.0727,b1489
459,19,4.0686,133.54,-0.2503,0.0937,b1490
438,20,4.1574,130.86,-0.4689,0.1005,b1491
510,20,3.9991,125.71,+0.8441,0.1118,b1492
465,20,4.2063,130.96,-0.3019,0.1075,b1493
930,20,4.0779,130.39,-0.3995,0.0699,b1494
789,20,4.1358,130.98,-0.5875,0.1166,b1495
560,20,4.1163,133.79,-0.0054,0.1071,b1496
384,20,4.2208,133.56,-0.3547,0.1302,b1497
559,19,4.1312,130.09,-0.5794,0.1145,b1498
252,20,4.1612,131.41,-0.1341,0.0992,b1499
64,17,3.8481,129.30,+0.4719,0.0469,b1500
758,20,4.1791,127.97,-0.2690,0.0726,b1501
303,20,4.0224,123.36,+0.1300,0.0891,b1502
166,19,3.9971,126.42,-0.1873,0.0602,b1503
175,20,4.0362,125.44,-0.0537,0.0686,b1504
,,,,,,b1505
,,,,,,b1506
439,20,4.1342,129.92,-0.1565,0.0866,b1507
87,19,3.9214,131.43,-0.5701,0.0805,b1508
,,,,,,b4696
529,20,4.1278,126.51,+0.0439,0.0775,b1511
316,20,4.0077,124.49,+0.1234,0.0475,b1512
510,20,4.0247,127.17,-0.0545,0.0431,b1513
341,19,3.8739,124.31,+0.8903,0.0850,b1514
329,20,3.8397,122.29,+1.1009,0.0821,b1515
339,20,4.0667,125.79,-0.1575,0.0826,b1516
290,20,4.1515,127.47,-0.1041,0.0655,b1517
95,19,4.0876,134.92,-0.5547,0.1053,b1518
251,20,4.0879,132.98,-0.2538,0.1036,b1519
303,20,4.0792,132.40,+0.3432,0.1056,b1520
482,20,4.1063,131.41,-0.1923,0.1017,b1521
314,20,4.0965,126.85,+0.4226,0.0860,b1522
118,20,4.1495,131.53,-0.3263,0.0847,b1523
307,20,4.1063,126.70,+0.1274,0.0717,b1524
461,20,4.0663,125.54,-0.0367,0.0716,b1525
292,20,4.1022,128.75,-0.1476,0.0856,b1526
370,20,4.1018,133.40,-0.2803,0.0919,b1527
395,20,3.8996,125.33,+1.0995,0.1038,b1528
220,20,3.9493,124.69,+0.8136,0.0864,b1529
143,20,4.0092,129.31,+0.0378,0.0350,b1530
126,19,4.0845,137.34,-0.9659,0.1111,b1531
71,18,3.9340,122.06,+0.0423,0.0563,b1532
298,20,3.8980,125.98,+1.1158,0.1141,b1533
394,20,3.9636,125.91,+0.9218,0.1168,b1534
30,14,3.6566,130.01,+0.8967,0.2000,b4599
295,20,4.1533,132.30,-0.2051,0.0881,b1535
129,18,4.0139,126.32,-0.3147,0.0620,b1536
171,20,4.0099,124.28,+0.1053,0.0702,b1537
680,20,4.1159,131.79,-0.3338,0.1103,b1538
247,20,4.1173,127.73,-0.1830,0.0688,b1539
227,20,4.0867,134.38,-0.5066,0.0661,b1540
66,18,3.8603,126.00,-0.3136,0.0152,b1541
485,20,4.1282,128.40,-0.0913,0.0804,b1542
,,,,,,b4600
76,18,3.9197,131.55,-0.4711,0.0526,b1544
195,19,4.0140,129.31,-0.3190,0.0410,b1545
190,19,4.0605,129.53,-0.3821,0.0895,b1546
319,19,3.9213,120.69,-0.3323,0.0752,b1547
,,,,,,b1548
76,18,3.9038,134.78,-1.0474,0.0395,b4533
135,18,3.9732,139.11,-0.5674,0.1407,b1549
56,16,3.6173,132.27,-0.5232,0.0536,b1550
50,17,3.9138,127.82,-0.1260,0.0600,b1551
69,17,3.9043,127.21,-0.2797,0.1159,b1552
164,19,3.9378,128.75,-0.2841,0.0732,b1553
83,17,3.7503,130.23,-0.1361,0.0361,b4689
176,20,4.1406,128.89,-0.4142,0.0852,b1554
