acgt,ryr,gcc,Hgc,gcs,ats,locus_tag
1200,1.0548,0.5233,0.9984,-0.0573,-0.0070,b2247
777,0.9872,0.5122,0.9996,-0.0201,-0.0343,b2248
1197,1.0118,0.5430,0.9947,-0.0431,-0.0384,b2249
537,1.1829,0.5345,0.9966,-0.1777,-0.0240,b2250
420,1.1875,0.4786,0.9987,-0.1443,+0.0320,b2251
597,0.9967,0.4338,0.9873,-0.0193,-0.0178,b2252
1134,0.9653,0.5150,0.9994,+0.0411,+0.0073,b2253
963,0.9533,0.5005,1.0000,-0.0083,-0.0561,b2254
1977,0.9950,0.5119,0.9996,-0.0119,-0.0176,b2255
885,1.0726,0.5299,0.9974,-0.0704,-0.0048,b2256
1647,0.9040,0.5106,0.9997,-0.0369,-0.1414,b2257
330,0.9760,0.5424,0.9948,-0.1732,-0.2318,b4544
381,0.8585,0.4882,0.9996,-0.1075,-0.2513,b2258
261,1.3727,0.4751,0.9982,-0.1935,+0.1241,b2259
1350,1.0611,0.5622,0.9888,-0.1331,-0.1032,b2260
957,1.1800,0.5914,0.9757,-0.1307,+0.0128,b2261
852,1.1194,0.5587,0.9900,-0.0504,+0.0638,b2262
753,0.9764,0.5631,0.9885,-0.0755,-0.1246,b2263
1665,1.0683,0.5820,0.9805,-0.0485,+0.0115,b2264
1290,1.0411,0.5341,0.9966,-0.0102,+0.0316,b2265
300,1.2222,0.5267,0.9979,-0.1519,+0.0423,b2266
456,1.1509,0.4825,0.9991,-0.2000,-0.0508,b2267
912,1.0000,0.5099,0.9997,+0.0022,+0.0022,b2268
1206,1.1652,0.3549,0.9384,+0.0607,+0.1517,b2269
1722,1.2335,0.4727,0.9978,-0.0811,+0.1256,b2270
966,0.9714,0.4524,0.9934,+0.0023,-0.0246,b2271
498,1.1373,0.4578,0.9949,-0.1316,+0.0074,b2272
711,1.2288,0.3924,0.9663,-0.2043,+0.0370,b2273
417,0.9952,0.4053,0.9740,-0.1124,-0.0806,b2274
843,1.0815,0.4365,0.9883,-0.0707,+0.0147,b2275
1452,0.8150,0.5737,0.9843,-0.0348,-0.2859,b2276
1524,0.8273,0.5486,0.9932,-0.0311,-0.2471,b2277
1836,0.8621,0.5724,0.9848,-0.0352,-0.2204,b2278
297,0.8562,0.5522,0.9921,+0.0244,-0.1429,b2279
549,0.9964,0.5410,0.9951,-0.1246,-0.1508,b2280
537,1.0895,0.5475,0.9935,-0.0204,+0.0700,b2281
972,0.8728,0.5442,0.9943,-0.0775,-0.2415,b2282
2721,1.0739,0.5645,0.9880,-0.0430,+0.0262,b2283
1332,1.1449,0.5638,0.9882,-0.0679,+0.0671,b2284
495,1.2098,0.5556,0.9911,-0.0764,+0.1182,b2285
1785,0.9724,0.5602,0.9895,+0.0160,-0.0115,b2286
657,1.0215,0.5205,0.9988,-0.0585,-0.0413,b2287
438,0.8174,0.5388,0.9956,-0.0424,-0.2673,b2288
933,0.9809,0.4995,1.0000,-0.0386,-0.0578,b2289
1212,0.9901,0.5066,0.9999,-0.0033,-0.0134,b2290
594,1.0989,0.4966,1.0000,-0.0102,+0.0836,b2291
1827,0.9478,0.5227,0.9985,-0.1581,-0.2294,b2292
645,1.0607,0.5659,0.9874,-0.1123,-0.0786,b2293
489,0.9878,0.4785,0.9987,+0.0085,-0.0039,b2294
450,0.8595,0.5133,0.9995,-0.0043,-0.1598,b2295
1197,1.0254,0.5230,0.9985,+0.0256,+0.0543,b2296
2139,0.9714,0.5559,0.9910,+0.0345,+0.0105,b2297
1515,0.8938,0.5221,0.9986,-0.0695,-0.1934,b2298
537,1.2469,0.5345,0.9966,-0.1150,+0.1040,b2299
549,1.0717,0.5209,0.9987,-0.0909,-0.0266,b2300
639,1.0350,0.5180,0.9991,-0.0816,-0.0519,b2301
642,0.9938,0.5171,0.9992,-0.0120,-0.0194,b2302
357,1.1000,0.4538,0.9938,+0.0123,+0.0974,b2303
888,1.0461,0.5507,0.9926,-0.0675,-0.0326,b2304
885,1.0678,0.4576,0.9948,-0.0617,+0.0083,b2305
768,1.2522,0.5221,0.9986,-0.1172,+0.1063,b2306
711,0.7864,0.4965,1.0000,+0.0312,-0.2067,b2307
681,0.9076,0.5272,0.9979,-0.1253,-0.2422,b2308
777,1.1288,0.4903,0.9997,-0.0289,+0.0909,b2309
777,1.0665,0.5032,1.0000,-0.0588,+0.0052,b2310
564,0.8800,0.5355,0.9964,+0.0066,-0.1298,b2311
1512,0.9921,0.5298,0.9974,+0.0037,-0.0042,b2312
483,0.8158,0.4948,0.9999,-0.1130,-0.3115,b2313
657,1.2734,0.5723,0.9849,-0.1223,+0.1174,b2314
1263,1.1015,0.5622,0.9888,-0.1070,-0.0271,b2315
909,1.1439,0.5556,0.9911,-0.1129,+0.0099,b2316
654,0.8475,0.4924,0.9998,-0.0435,-0.2048,b2317
807,1.1237,0.5564,0.9908,-0.0735,+0.0391,b2318
1008,1.1311,0.5516,0.9923,-0.1043,+0.0088,b2319
1131,1.0601,0.5314,0.9972,-0.1082,-0.0604,b2320
990,1.0245,0.5222,0.9986,+0.0174,+0.0444,b2321
1173,0.8768,0.5678,0.9867,-0.1051,-0.2899,b2322
1215,1.0116,0.5679,0.9867,-0.0203,-0.0133,b2323
2001,1.0757,0.5292,0.9975,-0.0935,-0.0276,b2324
273,1.1496,0.5348,0.9965,-0.1507,-0.0236,b2325
543,1.0568,0.5046,0.9999,-0.0730,-0.0186,b2326
804,0.8873,0.5299,0.9974,-0.0516,-0.1852,b2327
819,0.9927,0.5568,0.9907,+0.0132,+0.0083,b2328
1080,1.0532,0.5694,0.9860,-0.0081,+0.0495,b2329
927,1.0065,0.5264,0.9980,-0.0205,-0.0159,b2330
546,1.1928,0.5348,0.9965,-0.1301,+0.0394,b2331
816,1.0503,0.4559,0.9944,-0.1129,-0.0495,b2332
534,1.1707,0.4906,0.9997,-0.1145,+0.0441,b2333
483,1.0041,0.4679,0.9970,+0.0265,+0.0272,b2334
507,1.1853,0.4931,0.9999,-0.1360,+0.0350,b2335
747,1.1161,0.5114,0.9996,+0.0105,+0.1233,b2336
,,,,,,b4661
558,1.0667,0.4642,0.9963,+0.0116,+0.0702,b2339
480,1.0168,0.5354,0.9964,-0.0584,-0.0493,b2340
2139,1.1136,0.5236,0.9984,-0.0929,+0.0108,b2341
1305,1.0551,0.5602,0.9895,-0.0698,-0.0279,b2342
279,1.0072,0.5233,0.9984,-0.0274,-0.0226,b2343
1335,0.9719,0.4989,1.0000,+0.0060,-0.0224,b2344
1053,1.2645,0.3561,0.9394,-0.0133,+0.1740,b2345
750,0.9430,0.5213,0.9987,-0.0742,-0.1421,b2346
927,1.1558,0.4876,0.9996,-0.0841,+0.0611,b2347
1152,1.2456,0.4783,0.9986,-0.0744,+0.1414,b2349
357,0.8308,0.4622,0.9959,-0.0182,-0.1875,b2350
915,1.1995,0.3956,0.9683,-0.1602,+0.0452,b2351
1326,0.9162,0.2760,0.8500,-0.0164,-0.0667,b2352
,,,,,,b2353
435,1.1970,0.4575,0.9948,-0.0955,+0.0847,b2354
,,,,,,b2355
,,,,,,b2356
489,1.1542,0.5460,0.9939,-0.1011,+0.0360,b2357
,,,,,,b2358
357,1.2174,0.5070,0.9999,-0.0166,+0.1818,b2359
819,0.9976,0.4579,0.9949,+0.0080,+0.0045,b2360
531,0.9594,0.4633,0.9961,+0.0163,-0.0246,b2361
357,1.3960,0.4762,0.9984,-0.1765,+0.1551,b2362
300,1.4000,0.4333,0.9871,-0.1077,+0.2118,b2363
,,,,,,b4545
195,1.0968,0.4462,0.9916,+0.0115,+0.0926,b4501
930,1.0485,0.4828,0.9991,-0.0379,+0.0104,b2364
1332,0.8840,0.4887,0.9996,-0.0415,-0.1601,b2365
1323,1.0385,0.5102,0.9997,-0.0696,-0.0340,b2366
1533,0.8810,0.4168,0.9799,-0.0548,-0.1477,b2367
1158,1.1767,0.4197,0.9813,-0.0494,+0.1042,b2368
609,1.1368,0.4023,0.9723,-0.0286,+0.0879,b2369
3588,1.0468,0.4086,0.9758,+0.0341,+0.0622,b2370
1140,1.1269,0.4561,0.9944,-0.1000,+0.0258,b2371
939,0.8668,0.4494,0.9926,-0.0711,-0.1876,b2372
1689,1.0673,0.4671,0.9969,-0.0596,+0.0089,b2373
1245,1.0613,0.4715,0.9977,-0.0596,+0.0030,b2374
630,1.3420,0.4651,0.9965,-0.0853,+0.1988,b2375
270,1.0149,0.4037,0.9731,+0.0459,+0.0435,b2376
237,0.8092,0.4852,0.9994,-0.1652,-0.3607,b2377
915,1.0110,0.5169,0.9992,-0.0359,-0.0271,b2378
66,0.6098,0.3939,0.9673,-0.0769,-0.4500,b4680
1233,1.0653,0.5515,0.9923,-0.0618,-0.0054,b2379
1692,0.9929,0.5142,0.9994,-0.0184,-0.0268,b2380
729,1.0888,0.4760,0.9983,-0.0086,+0.0733,b2381
852,0.8933,0.5387,0.9957,-0.0283,-0.1552,b2382
2490,1.0767,0.5526,0.9920,-0.0422,+0.0305,b2383
1032,1.1191,0.5843,0.9794,-0.0978,-0.0023,b2384
1080,1.0890,0.5704,0.9857,-0.0682,+0.0086,b2385
1242,0.8373,0.5451,0.9941,-0.0103,-0.2071,b2386
321,1.2448,0.5202,0.9988,-0.0299,+0.1948,b2387
960,0.9958,0.5177,0.9991,-0.0865,-0.0972,b2388
1251,0.8672,0.5396,0.9955,-0.0341,-0.1944,b2389
321,1.1258,0.5483,0.9933,-0.0795,+0.0345,b2390
1233,0.9728,0.5337,0.9967,-0.1520,-0.2035,b2392
1197,0.8219,0.5004,1.0000,+0.0217,-0.1739,b2393
1107,1.0808,0.5212,0.9987,-0.0503,+0.0264,b2394
2184,0.9158,0.4908,0.9998,-0.0578,-0.1421,b2395
339,1.2600,0.5074,0.9998,-0.0814,+0.1497,b2398
387,1.2765,0.4651,0.9965,-0.0333,+0.1981,b2399
1410,1.0889,0.5270,0.9979,-0.0471,+0.0375,b2400
879,1.0394,0.5063,0.9999,-0.0787,-0.0415,b2405
1251,0.8588,0.4820,0.9991,-0.0945,-0.2346,b2406
828,1.0097,0.5181,0.9991,-0.1049,-0.1028,b2407
759,1.0403,0.4532,0.9937,-0.0407,+0.0024,b2408
921,1.1124,0.5407,0.9952,-0.1165,-0.0213,b2409
993,0.8701,0.5196,0.9989,-0.0736,-0.2243,b2410
213,1.2660,0.5258,0.9981,-0.0893,+0.1485,b4546
2010,1.1429,0.5448,0.9942,-0.1178,+0.0055,b2411
981,1.0227,0.5525,0.9920,+0.0258,+0.0569,b2412
756,0.8086,0.5040,1.0000,+0.0026,-0.2107,b2413
966,1.1372,0.5052,0.9999,-0.0410,+0.0879,b2414
252,1.1176,0.5159,0.9993,+0.0308,+0.1475,b2415
1722,1.1338,0.4977,1.0000,-0.0688,+0.0566,b2416
504,1.1266,0.4762,0.9984,-0.0583,+0.0606,b2417
846,1.0941,0.5248,0.9982,-0.0946,-0.0100,b2418
369,1.1086,0.4688,0.9972,-0.0405,+0.0612,b2419
729,1.2091,0.3937,0.9671,-0.0941,+0.0950,b2420
906,1.2426,0.5662,0.9873,-0.1306,+0.0789,b2421
1092,1.0488,0.5879,0.9776,-0.0498,-0.0133,b2422
870,0.9463,0.5678,0.9867,-0.0891,-0.1809,b2423
828,0.8861,0.5652,0.9877,-0.1026,-0.2722,b2424
1011,1.1695,0.5391,0.9956,-0.0202,+0.1459,b2425
786,1.1773,0.5547,0.9913,-0.1147,+0.0400,b2426
852,1.1846,0.5176,0.9991,-0.0567,+0.1144,b2427
891,1.1838,0.5376,0.9959,-0.1148,+0.0485,b2428
1419,0.9047,0.5666,0.9872,-0.0373,-0.1642,b2429
1299,1.1019,0.5204,0.9988,-0.0296,+0.0690,b2430
894,1.1594,0.5626,0.9886,-0.1093,+0.0281,b2431
570,1.1923,0.5123,0.9996,-0.1233,+0.0504,b2432
444,0.8122,0.5338,0.9967,-0.1392,-0.3816,b2433
420,1.2581,0.5190,0.9990,-0.2569,-0.0396,b2434
864,1.1176,0.5000,1.0000,+0.0000,+0.1111,b2435
894,0.9955,0.5492,0.9930,-0.0591,-0.0769,b2436
1047,1.0982,0.5349,0.9965,-0.0714,+0.0185,b2437
495,1.1245,0.5859,0.9786,-0.0966,+0.0049,b2438
654,0.9464,0.5673,0.9869,-0.0081,-0.0742,b2439
882,1.1202,0.5692,0.9862,-0.0598,+0.0526,b2440
1356,1.1422,0.5575,0.9904,-0.0423,+0.0967,b2441
1203,1.1754,0.5378,0.9959,-0.0170,+0.1547,b2442
636,1.4941,0.4465,0.9917,-0.0493,+0.3182,b2443
240,1.0870,0.4875,0.9995,-0.0769,+0.0081,b2444
363,1.2407,0.4711,0.9976,-0.1345,+0.0833,b2445
411,1.6178,0.4915,0.9998,-0.1782,+0.2919,b2446
588,1.1460,0.5255,0.9981,-0.0032,+0.1398,b2447
372,1.3694,0.4355,0.9880,-0.3333,+0.0190,b2448
387,1.2632,0.4419,0.9902,-0.1813,+0.0648,b2449
804,1.6800,0.5075,0.9998,-0.2157,+0.2929,b2450
1398,0.9525,0.5916,0.9757,-0.0157,-0.0823,b2451
1221,0.9536,0.5528,0.9919,-0.0637,-0.1319,b2452
1182,1.0995,0.5880,0.9775,-0.1050,-0.0349,b2453
831,1.1038,0.5884,0.9773,-0.0920,-0.0117,b2454
1398,1.1508,0.5730,0.9846,-0.0487,+0.0988,b2455
282,1.2031,0.5390,0.9956,-0.1579,+0.0154,b2456
288,1.1654,0.5903,0.9764,-0.1412,-0.0169,b2457
1011,1.0424,0.5836,0.9797,-0.0441,-0.0119,b2458
798,1.0781,0.5877,0.9777,-0.0192,+0.0638,b2459
696,1.1956,0.5603,0.9895,-0.0410,+0.1503,b2460
474,1.2571,0.5000,1.0000,-0.0717,+0.1561,b2461
330,1.1569,0.5121,0.9996,-0.1124,+0.0311,b2462
2274,1.1056,0.5422,0.9949,-0.0738,+0.0221,b2463
945,1.1094,0.5048,0.9999,-0.0189,+0.0855,b2464
1998,1.1670,0.5470,0.9936,-0.0851,+0.0674,b2465
1038,1.0927,0.5482,0.9933,-0.1107,-0.0362,b2466
570,1.2093,0.4877,0.9996,-0.0791,+0.1096,b2467
1974,1.0978,0.5578,0.9904,-0.0590,+0.0309,b2468
1695,1.0059,0.5168,0.9992,-0.0228,-0.0183,b2469
3108,1.0078,0.5454,0.9941,-0.0466,-0.0474,b2470
54,1.4545,0.4074,0.9751,-0.3636,+0.0625,b4606
351,1.0057,0.4701,0.9974,+0.0182,+0.0215,b2471
1122,1.0400,0.5357,0.9963,-0.0749,-0.0441,b2472
195,1.1910,0.4923,0.9998,-0.1042,+0.0707,b4547
693,1.1455,0.5426,0.9948,-0.1649,-0.0473,b2473
2010,1.0080,0.5532,0.9918,-0.0629,-0.0690,b2474
858,1.1944,0.5385,0.9957,-0.1039,+0.0707,b2475
708,1.2334,0.5240,0.9983,-0.1213,+0.0861,b2476
1029,1.0621,0.5569,0.9907,-0.0541,+0.0000,b2477
873,1.0835,0.5200,0.9988,-0.0793,-0.0024,b2478
567,1.0035,0.5044,0.9999,+0.0070,+0.0107,b2479
465,1.0946,0.4968,1.0000,+0.0043,+0.0940,b2480
612,0.9742,0.5670,0.9870,+0.0259,+0.0038,b2481
2013,0.8570,0.5484,0.9932,-0.0290,-0.2057,b2482
942,0.8115,0.5393,0.9955,-0.0197,-0.2488,b2483
1434,0.8338,0.5551,0.9912,-0.0528,-0.2696,b2484
645,0.8860,0.5364,0.9962,-0.0058,-0.1371,b2485
1575,0.8250,0.5403,0.9953,-0.0270,-0.2403,b2486
1662,0.9762,0.5439,0.9944,-0.0265,-0.0580,b2487
540,1.0225,0.5519,0.9922,+0.0738,+0.1157,b2488
753,0.8967,0.5591,0.9899,+0.0261,-0.0904,b2489
408,1.1031,0.5294,0.9975,-0.1204,-0.0312,b2490
2007,1.0151,0.5272,0.9979,-0.0170,-0.0032,b2491
843,0.8286,0.5136,0.9995,-0.0439,-0.2390,b2492
1056,0.8824,0.5436,0.9945,-0.1185,-0.2780,b2493
1458,1.0769,0.5405,0.9953,-0.0178,+0.0597,b2494
354,1.4082,0.5311,0.9972,-0.1383,+0.2048,b2495
696,1.0233,0.5388,0.9957,-0.1040,-0.0966,b2496
1284,0.8772,0.5210,0.9987,-0.0613,-0.2033,b2497
621,1.2258,0.5330,0.9969,-0.0695,+0.1379,b2498
1032,1.1235,0.5300,0.9974,-0.1079,+0.0021,b2499
633,1.0032,0.5403,0.9953,-0.0117,-0.0103,b2500
2061,0.9760,0.4896,0.9997,+0.0228,-0.0019,b2501
1536,1.0926,0.5130,0.9995,-0.0609,+0.0267,b2502
2238,0.9128,0.4665,0.9968,-0.0268,-0.1089,b2503
186,0.8416,0.4946,0.9999,+0.2174,+0.0426,b2504
513,1.1375,0.4737,0.9980,-0.0288,+0.0963,b2505
534,1.5922,0.4963,1.0000,-0.0868,+0.3680,b2506
1572,1.0469,0.5420,0.9949,-0.0469,-0.0056,b2507
1461,1.0694,0.5476,0.9935,-0.0500,+0.0136,b2508
1365,1.0776,0.5341,0.9966,+0.0178,+0.1006,b2509
210,1.0388,0.4857,0.9994,-0.0980,-0.0556,b2510
1467,1.1416,0.5235,0.9984,-0.1042,+0.0243,b2511
1173,1.0436,0.5345,0.9966,-0.0973,-0.0659,b2512
615,1.2778,0.4976,1.0000,-0.1438,+0.1003,b2513
1269,1.0941,0.5485,0.9932,-0.1006,-0.0227,b2514
1113,1.1080,0.5346,0.9965,-0.0622,+0.0386,b2515
1008,1.0784,0.5476,0.9934,+0.0217,+0.1096,b2516
1149,1.1199,0.5309,0.9972,-0.0492,+0.0649,b2517
426,0.9364,0.5282,0.9977,+0.0133,-0.0547,b2518
2307,1.0113,0.5678,0.9867,-0.0565,-0.0612,b2519
4956,1.1298,0.5301,0.9974,-0.0826,+0.0365,b2520
840,1.1320,0.5345,0.9966,-0.1180,-0.0026,b2521
771,1.1780,0.4734,0.9980,-0.0740,+0.0887,b2522
1278,1.1809,0.5704,0.9856,-0.1029,+0.0565,b2523
195,1.1910,0.5128,0.9995,-0.0800,+0.0947,b2524
330,1.0497,0.5242,0.9983,-0.0058,+0.0446,b2525
1845,1.0730,0.5783,0.9822,-0.0778,-0.0231,b2526
510,1.0732,0.5275,0.9978,-0.0037,+0.0705,b2527
318,1.2714,0.5189,0.9990,-0.1758,+0.0588,b2528
381,1.2952,0.5066,0.9999,-0.0777,+0.1809,b2529
1209,1.0526,0.5352,0.9964,-0.0046,+0.0498,b2530
483,0.9959,0.5404,0.9953,-0.0268,-0.0360,b2531
735,1.1366,0.5578,0.9903,-0.0927,+0.0277,b2532
798,1.0152,0.5476,0.9934,+0.0160,+0.0360,b2533
849,0.8951,0.5077,0.9998,+0.0302,-0.0813,b2534
1275,0.9087,0.5161,0.9993,+0.0334,-0.0632,b2535
1134,0.8290,0.5661,0.9873,-0.0872,-0.3293,b2536
885,1.0922,0.5006,1.0000,-0.0880,+0.0000,b2537
1356,1.0391,0.5302,0.9974,-0.0264,+0.0110,b2538
513,1.0685,0.5244,0.9983,+0.0483,+0.1230,b2539
315,0.9565,0.5587,0.9900,-0.0114,-0.0647,b2540
807,1.0226,0.5638,0.9882,-0.0549,-0.0455,b2541
1197,1.0817,0.5422,0.9949,-0.0478,+0.0292,b2542
417,0.8210,0.4988,1.0000,-0.0962,-0.2919,b2543
867,1.0496,0.5548,0.9913,-0.1102,-0.0829,b2544
1056,1.1377,0.5540,0.9916,-0.1316,-0.0191,b2545
993,0.8914,0.5639,0.9882,-0.1321,-0.3025,b2546
1506,1.1858,0.5618,0.9890,-0.1300,+0.0273,b2547
978,1.2077,0.4632,0.9961,-0.1126,+0.0781,b2548
3276,1.0893,0.5495,0.9929,-0.0589,+0.0230,b2549
1188,1.1639,0.5067,0.9999,-0.1096,+0.0410,b2550
1248,1.0870,0.5353,0.9964,-0.0240,+0.0621,b2551
1185,1.1390,0.5266,0.9980,-0.0417,+0.0909,b2552
333,1.2349,0.5165,0.9992,-0.1163,+0.0932,b2553
1329,1.1062,0.5485,0.9932,-0.0645,+0.0333,b2554
708,1.0462,0.5452,0.9941,+0.0622,+0.1242,b2555
1422,1.0881,0.5331,0.9968,-0.0739,+0.0060,b2556
3882,1.0616,0.5696,0.9860,-0.0529,-0.0006,b2557
1551,1.0763,0.5055,0.9999,-0.0204,+0.0535,b2558
498,1.1938,0.5522,0.9921,-0.1418,+0.0224,b2559
630,0.9091,0.5238,0.9984,-0.0606,-0.1667,b2560
843,1.0662,0.5184,0.9990,-0.0343,+0.0296,b2561
255,1.3182,0.4549,0.9941,-0.1034,+0.1655,b2562
75,0.7045,0.3867,0.9626,+0.1724,-0.1739,b4687
375,1.2455,0.5200,0.9988,-0.1590,+0.0556,b2563
726,1.1607,0.5675,0.9868,-0.0680,+0.0828,b2564
723,0.9917,0.5422,0.9949,-0.0051,-0.0151,b2565
900,1.1378,0.5256,0.9981,-0.0317,+0.1007,b2566
675,1.1094,0.5081,0.9998,-0.0612,+0.0422,b2567
969,1.1204,0.5222,0.9986,-0.1028,+0.0065,b2568
1794,1.1007,0.5385,0.9957,-0.0290,+0.0700,b2569
474,0.9347,0.5506,0.9926,-0.0651,-0.1549,b2570
951,0.9408,0.5089,0.9998,+0.0289,-0.0321,b2571
645,1.1572,0.5256,0.9981,+0.0206,+0.1765,b2572
570,1.1509,0.4895,0.9997,-0.1541,-0.0103,b2573
1617,1.0238,0.5331,0.9968,-0.0441,-0.0252,b2574
732,1.0974,0.5273,0.9978,-0.1244,-0.0405,b2575
1329,1.1367,0.5493,0.9930,-0.0082,+0.1319,b2576
876,1.1007,0.4989,1.0000,-0.1442,-0.0478,b2577
582,0.9020,0.5137,0.9995,-0.1037,-0.2155,b2578
378,1.1600,0.4841,0.9993,-0.0601,+0.0872,b2579
684,1.0059,0.5249,0.9982,-0.0195,-0.0154,b2580
1032,1.2832,0.5640,0.9882,-0.1375,+0.1067,b2581
414,1.1231,0.5000,1.0000,-0.1014,+0.0145,b2582
693,0.8934,0.5267,0.9979,+0.0466,-0.0671,b2583
2655,1.0221,0.5435,0.9945,-0.0173,+0.0033,b2584
1350,1.0149,0.4904,0.9997,-0.0060,+0.0087,b2585
318,1.0255,0.5440,0.9944,-0.1214,-0.1172,b2586
1293,0.8987,0.4880,0.9996,-0.0935,-0.1934,b2587
2568,1.1689,0.5152,0.9993,-0.0930,+0.0618,b2592
726,1.0167,0.5510,0.9925,-0.0950,-0.0982,b2593
975,1.0923,0.5292,0.9975,-0.0426,+0.0458,b2594
732,1.0974,0.5150,0.9993,-0.0027,+0.0930,b2595
336,1.2703,0.4643,0.9963,+0.0897,+0.3000,b2597
42,0.3125,0.3810,0.9587,+0.7500,-0.3846,b2598
1155,1.0335,0.4926,0.9998,+0.0088,+0.0410,b2599
1116,1.0860,0.5251,0.9982,-0.1638,-0.0943,b2600
1065,1.0841,0.5202,0.9988,-0.0469,+0.0333,b2601
360,1.1818,0.4611,0.9956,-0.0361,+0.1237,b2602
513,0.8723,0.4600,0.9954,+0.0678,-0.0686,b2603
1221,0.9918,0.4848,0.9993,+0.0541,+0.0429,b2604
477,1.0739,0.5157,0.9993,+0.0732,+0.1515,b2605
342,1.0357,0.4883,0.9996,-0.0659,-0.0286,b2606
762,1.2216,0.5367,0.9961,-0.1247,+0.0708,b2607
543,1.1378,0.4936,0.9999,-0.0970,+0.0327,b2608
243,1.0083,0.5226,0.9985,+0.0079,+0.0172,b2609
1356,1.2752,0.5435,0.9945,-0.1289,+0.1115,b2610
786,0.8364,0.5293,0.9975,+0.0144,-0.1730,b2611
1281,1.0562,0.5121,0.9996,-0.0610,-0.0080,b4461
588,1.3710,0.5068,0.9999,-0.1879,+0.1241,b2614
873,0.9932,0.5017,1.0000,+0.0457,+0.0391,b2615
1656,1.0883,0.5193,0.9989,+0.0163,+0.1055,b2616
336,1.0241,0.5000,1.0000,+0.0119,+0.0357,b2617
285,1.3171,0.5123,0.9996,-0.1233,+0.1511,b2618
471,1.0302,0.4756,0.9983,-0.1696,-0.1255,b2619
477,1.1982,0.5220,0.9986,+0.0120,+0.2018,b2620
1236,1.0985,0.4773,0.9985,-0.0169,+0.0743,b2622
951,1.2536,0.3691,0.9500,-0.1624,+0.0833,b2623
207,1.1340,0.4734,0.9980,+0.0204,+0.1376,b2624
1404,1.1337,0.3796,0.9578,-0.0732,+0.0563,b2625
621,1.1340,0.4058,0.9742,-0.0159,+0.0949,b2626
2184,1.0110,0.4895,0.9997,-0.0065,+0.0045,b2627
1611,1.0548,0.4873,0.9995,+0.0191,+0.0702,b2628
258,1.3670,0.4612,0.9957,+0.0084,+0.2950,b2629
1068,1.0227,0.4438,0.9909,-0.0253,+0.0000,b2630
366,0.9263,0.4617,0.9958,+0.0059,-0.0660,b2631
858,0.9907,0.5420,0.9949,-0.0280,-0.0433,b2632
816,1.1031,0.5576,0.9904,-0.0901,-0.0028,b2633
696,0.8811,0.5747,0.9838,-0.0050,-0.1554,b2634
231,0.8780,0.5368,0.9961,-0.0323,-0.1776,b2635
438,1.0660,0.5137,0.9995,+0.0044,+0.0704,b2636
462,1.0811,0.5152,0.9993,+0.0000,+0.0804,b2637
,,,,,,b2638
,,,,,,b2641
1698,1.0263,0.3127,0.8963,-0.0358,+0.0026,b2642
,,,,,,b4644
453,0.9956,0.5453,0.9941,+0.0121,+0.0097,b2643
477,0.9630,0.5451,0.9941,+0.0769,+0.0507,b2644
195,1.0745,0.5538,0.9916,+0.0185,+0.1034,b4548
312,0.9379,0.5513,0.9924,+0.0698,+0.0143,b2645
324,1.0250,0.4815,0.9990,+0.0256,+0.0476,b2646
4575,1.2944,0.4922,0.9998,-0.1092,+0.1468,b2647
,,,,,,b2648
,,,,,,b2650
,,,,,,b4462
972,1.0000,0.5453,0.9941,+0.0038,+0.0045,b2659
1263,1.0176,0.5788,0.9820,+0.0014,+0.0226,b2660
1443,1.1066,0.5849,0.9791,-0.0308,+0.0785,b2661
1275,1.1250,0.5945,0.9741,-0.0844,+0.0213,b2662
1395,0.8625,0.5140,0.9994,-0.0181,-0.1711,b2663
657,1.1331,0.5388,0.9956,-0.1695,-0.0627,b2664
444,1.3743,0.4865,0.9995,-0.1389,+0.1754,b2665
153,0.7791,0.5229,0.9985,-0.0500,-0.3151,b2666
294,1.0276,0.5374,0.9960,+0.0633,+0.1029,b2667
519,1.0677,0.4605,0.9955,-0.0962,-0.0214,b2668
399,1.2800,0.4862,0.9995,-0.0412,+0.2000,b2669
444,0.9056,0.4932,0.9999,-0.1142,-0.2089,b2670
339,1.0299,0.4749,0.9982,-0.0683,-0.0337,b2671
336,1.2252,0.5417,0.9950,-0.1319,+0.0649,b2672
240,0.9355,0.5375,0.9959,-0.0388,-0.1171,b2673
405,1.0352,0.5630,0.9885,-0.0439,-0.0169,b2674
2139,1.0122,0.5194,0.9989,+0.0135,+0.0272,b2675
954,1.0255,0.4832,0.9992,+0.0022,+0.0264,b2676
1197,1.1037,0.4912,0.9998,-0.0578,+0.0411,b2677
1059,0.8677,0.5836,0.9798,-0.0324,-0.2154,b2678
987,1.1597,0.5279,0.9978,+0.0019,+0.1588,b2679
,,,,,,b2681
732,0.8209,0.5301,0.9974,-0.0103,-0.2209,b2682
330,0.8436,0.5515,0.9923,-0.0110,-0.2027,b2683
525,1.0669,0.4952,0.9999,+0.0231,+0.0868,b2684
1167,1.1141,0.5356,0.9963,+0.0016,+0.1181,b2685
1533,0.9186,0.5675,0.9868,-0.0483,-0.1614,b2686
510,1.1983,0.5176,0.9991,-0.0833,+0.0976,b2687
1551,1.0819,0.5139,0.9994,-0.0715,+0.0053,b2688
423,0.9140,0.4965,1.0000,-0.1333,-0.2207,b2689
561,1.0778,0.5365,0.9961,-0.1096,-0.0462,b2690
